,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
HP_HYPERTRICHOSIS,HP_HYPERTRICHOSIS,HP_HYPERTRICHOSIS,8,-0.733644859813084,-2.16468413747206,0.00350316326718734,0.427779032497718,0.382085812161393,66,tags=100%, list=30%, signal=73%,ACTB/MT-CO2/MT-ND5/SNAI2/FHL1/MAP1B/PTCH1/KIT,0.431707695803346
HP_LOWER_EXTREMITY_JOINT_DISLOCATION,HP_LOWER_EXTREMITY_JOINT_DISLOCATION,HP_LOWER_EXTREMITY_JOINT_DISLOCATION,5,-0.884792626728111,-2.13882112558556,0.000539740241387258,0.200207646871913,0.178822465676563,31,tags=100%, list=14%, signal=88%,FHL1/SLC26A2/MAP1B/PTCH1/LRP4,0.477270815362862
HP_ABNORMAL_HEART_VALVE_PHYSIOLOGY,HP_ABNORMAL_HEART_VALVE_PHYSIOLOGY,HP_ABNORMAL_HEART_VALVE_PHYSIOLOGY,6,-0.832986411353843,-2.1012653573518,0.000445718506065286,0.190058940854343,0.169757793762959,31,tags=83%, list=14%, signal=74%,FHL1/MAP1B/LOX/CRYAB/LRP4,0.49849310876659
GOBP_DEVELOPMENTAL_MATURATION,GOBP_DEVELOPMENTAL_MATURATION,GOBP_DEVELOPMENTAL_MATURATION,10,-0.658608357946187,-2.07616136878524,0.00204668615161647,0.367347153148195,0.328108964425583,37,tags=60%, list=17%, signal=52%,ZBTB16/SLC26A3/MAP1B/FGF7/GATA2/RHEX,0.431707695803346
HP_LONG_PHILTRUM,HP_LONG_PHILTRUM,HP_LONG_PHILTRUM,7,-0.725581395348837,-2.05510857341897,0.00470645022497676,0.427779032497718,0.382085812161393,67,tags=100%, list=30%, signal=72%,ACTG1/ACTB/LTBP4/SNAI2/SLC26A2/PTCH1/KIT,0.407017918923954
HP_SPECIFIC_LEARNING_DISABILITY,HP_SPECIFIC_LEARNING_DISABILITY,HP_SPECIFIC_LEARNING_DISABILITY,7,-0.725581395348837,-2.05510857341897,0.00470645022497676,0.427779032497718,0.382085812161393,67,tags=100%, list=30%, signal=72%,ACTG1/ACTB/MT-CO2/MT-ND5/LTBP4/MAP1B/PTCH1,0.407017918923954
GOMF_CYTOKINE_ACTIVITY,GOMF_CYTOKINE_ACTIVITY,GOMF_CYTOKINE_ACTIVITY,19,0.800975225072052,2.05363446940865,1.15741989850886e-06,0.0064398843153033,0.00575200802730136,38,tags=68%, list=17%, signal=62%,CXCL8/IL1RN/OSM/IL1B/IL1A/CCL20/CCL4L2/CCL4/CXCL1/CXCL2/NAMPT/CXCL13/CCL3,0.643551836150722
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,7,-0.717141915582443,-2.03120491859224,0.00530495205649578,0.427779032497718,0.382085812161393,24,tags=57%, list=11%, signal=53%,MAP1B/SLC18A2/GATA2/KIT,0.407017918923954
HP_LONG_FINGERS,HP_LONG_FINGERS,HP_LONG_FINGERS,4,-0.912844036697248,-2.01772970265024,0.000403906242748994,0.190058940854343,0.169757793762959,24,tags=100%, list=11%, signal=91%,MAP1B/LOX/PTCH1/GATA2,0.49849310876659
HP_RESPIRATORY_FAILURE,HP_RESPIRATORY_FAILURE,HP_RESPIRATORY_FAILURE,6,-0.787980366965034,-1.98773452340706,0.0017074039944984,0.327586062944452,0.292594955348945,31,tags=67%, list=14%, signal=59%,FHL1/CRYAB/GATA2/LRP4,0.45505986738723
HP_PECTUS_EXCAVATUM,HP_PECTUS_EXCAVATUM,HP_PECTUS_EXCAVATUM,5,-0.816795734584269,-1.97445132299214,0.00429232001564007,0.427779032497718,0.382085812161393,31,tags=80%, list=14%, signal=70%,FHL1/LOX/PTCH1/LRP4,0.407017918923954
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,8,-0.663814051592106,-1.95864215293295,0.0127363321630235,0.550793186740562,0.491960208661823,30,tags=62%, list=14%, signal=56%,RHOB/MAP1B/FGF7/SLITRK6/LRP4,0.380730400722792
HP_ABNORMAL_HIP_JOINT_MORPHOLOGY,HP_ABNORMAL_HIP_JOINT_MORPHOLOGY,HP_ABNORMAL_HIP_JOINT_MORPHOLOGY,4,-0.880733944954128,-1.9467542859741,0.00143412583797547,0.302857253732656,0.270507554065377,31,tags=100%, list=14%, signal=88%,FHL1/SLC26A2/PTCH1/LRP4,0.45505986738723
HP_HIP_DISLOCATION,HP_HIP_DISLOCATION,HP_HIP_DISLOCATION,4,-0.880733944954128,-1.9467542859741,0.00143412583797547,0.302857253732656,0.270507554065377,31,tags=100%, list=14%, signal=88%,FHL1/SLC26A2/PTCH1/LRP4,0.45505986738723
HP_FACIAL_HYPERTRICHOSIS,HP_FACIAL_HYPERTRICHOSIS,HP_FACIAL_HYPERTRICHOSIS,6,-0.765218724420863,-1.93031671886358,0.00360035219274155,0.427779032497718,0.382085812161393,45,tags=83%, list=20%, signal=68%,SNAI2/FHL1/MAP1B/PTCH1/KIT,0.431707695803346
GOMF_CYTOKINE_RECEPTOR_BINDING,GOMF_CYTOKINE_RECEPTOR_BINDING,GOMF_CYTOKINE_RECEPTOR_BINDING,21,0.740131432198227,1.92984422413678,2.22901016818867e-05,0.0424129220326153,0.0378825854702361,38,tags=62%, list=17%, signal=57%,CXCL8/IL1RN/OSM/IL1B/IL1A/CCL20/CCL4L2/CCL4/CXCL1/CXCL2/SOCS3/CXCL13/CCL3,0.575610261071129
